id,description_nl,normalized_description,label,attack_type,attack_family,severity,rule,rule_valid_by_parser,rule_validation_errors,option_coverage,source_name,source_url,source_usage,generation_method,log_example
SNORT-RAG-0056,"Formal analyst request: User sends ' OR 1=1 in a web request. The rule must use msg, sid, rev and classtype.","formal analyst request: user sends ' or 1=1 in a web request. the rule must use msg, sid, rev and classtype.",malicious,sql_injection,web-application-attack,high,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL SQL INJECTION detected""; flow:to_server,established; content:""select%20""; http_uri; nocase; classtype:web-application-attack; sid:9534092; rev:2;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,"GET /product.php?id=1%20UNION%20SELECT%20user,password%20FROM%20users HTTP/1.1"
SNORT-RAG-0057,Formal analyst request: Détecter une injection SQL dans l'URL HTTP. Target: Linux SSH bastion. Include a Snort rule with low false positives.,formal analyst request: détecter une injection sql dans l'url http. target: linux ssh bastion. include a snort rule with low false positives.,malicious,sql_injection,web-application-attack,high,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL SQL INJECTION detected""; flow:to_server,established; content:""union select""; http_uri; nocase; classtype:web-application-attack; sid:9597937; rev:3;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,"GET /product.php?id=1%20UNION%20SELECT%20user,password%20FROM%20users HTTP/1.1"
SNORT-RAG-0058,"Technical note: Detect SQL injection in an HTTP URI using UNION SELECT. Observed log: GET /product.php?id=1%20UNION%20SELECT%20user,password%20FROM%20users HTTP/1.1","technical note: detect sql injection in an http uri using union select. observed log: get /product.php?id=1%20union%20select%20user,password%20from%20users http/1.1",malicious,sql_injection,web-application-attack,high,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL SQL INJECTION detected""; flow:to_server,established; content:""union select""; http_uri; nocase; classtype:web-application-attack; sid:9350034; rev:1;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,"GET /product.php?id=1%20UNION%20SELECT%20user,password%20FROM%20users HTTP/1.1"
SNORT-RAG-0059,"FR: Détecter une injection SQL dans l'URL HTTP. Keywords: sqli, sql. Need a valid alert rule.","fr: détecter une injection sql dans l'url http. keywords: sqli, sql. need a valid alert rule.",malicious,sql_injection,web-application-attack,high,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL SQL INJECTION detected""; flow:to_server,established; content:""select%20""; http_uri; nocase; classtype:web-application-attack; sid:9320697; rev:2;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,"GET /product.php?id=1%20UNION%20SELECT%20user,password%20FROM%20users HTTP/1.1"
SNORT-RAG-0060,"Technical note: Detect SQL injection in an HTTP URI using UNION SELECT. The rule must use msg, sid, rev and classtype.","technical note: detect sql injection in an http uri using union select. the rule must use msg, sid, rev and classtype.",malicious,sql_injection,web-application-attack,high,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL SQL INJECTION detected""; flow:to_server,established; content:""or 1=1""; http_uri; nocase; classtype:web-application-attack; sid:9117570; rev:3;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,"GET /product.php?id=1%20UNION%20SELECT%20user,password%20FROM%20users HTTP/1.1"
SNORT-RAG-0061,SOC alert description: Detect reflected XSS using script tag in HTTP URI. Target: FTP server. Include a Snort rule with low false positives.,soc alert description: detect reflected xss using script tag in http uri. target: ftp server. include a snort rule with low false positives.,malicious,xss,web-application-attack,medium,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL XSS detected""; flow:to_server,established; content:""<script""; http_uri; nocase; classtype:web-application-attack; sid:9763009; rev:1;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,GET /search?q=<script>alert(1)</script> HTTP/1.1
SNORT-RAG-0062,Student scenario: Detect reflected XSS using script tag in HTTP URI. Observed log: GET /search?q=<script>alert(1)</script> HTTP/1.1,student scenario: detect reflected xss using script tag in http uri. observed log: get /search?q=<script>alert(1)</script> http/1.1,malicious,xss,web-application-attack,medium,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL XSS detected""; flow:to_server,established; content:""<script""; http_uri; nocase; classtype:web-application-attack; sid:9730417; rev:2;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,GET /search?q=<script>alert(1)</script> HTTP/1.1
SNORT-RAG-0063,"FR: Detect reflected XSS using script tag in HTTP URI. Keywords: <script, xss. Need a valid alert rule.","fr: detect reflected xss using script tag in http uri. keywords: <script, xss. need a valid alert rule.",malicious,xss,web-application-attack,medium,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL XSS detected""; flow:to_server,established; content:""<script""; http_uri; nocase; classtype:web-application-attack; sid:9332922; rev:3;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,GET /search?q=<script>alert(1)</script> HTTP/1.1
SNORT-RAG-0064,"SOC alert description: Detect reflected XSS using script tag in HTTP URI. The rule must use msg, sid, rev and classtype.","soc alert description: detect reflected xss using script tag in http uri. the rule must use msg, sid, rev and classtype.",malicious,xss,web-application-attack,medium,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL XSS detected""; flow:to_server,established; content:""<script""; http_uri; nocase; classtype:web-application-attack; sid:9009998; rev:1;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,GET /search?q=<script>alert(1)</script> HTTP/1.1
SNORT-RAG-0065,Formal analyst request: Detect reflected XSS using script tag in HTTP URI. Target: FTP server. Include a Snort rule with low false positives.,formal analyst request: detect reflected xss using script tag in http uri. target: ftp server. include a snort rule with low false positives.,malicious,xss,web-application-attack,medium,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL XSS detected""; flow:to_server,established; content:""<script""; http_uri; nocase; classtype:web-application-attack; sid:9153863; rev:2;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,GET /search?q=<script>alert(1)</script> HTTP/1.1
SNORT-RAG-0066,Student scenario: HTTP request contains javascript payload in a parameter. Observed log: GET /search?q=<script>alert(1)</script> HTTP/1.1,student scenario: http request contains javascript payload in a parameter. observed log: get /search?q=<script>alert(1)</script> http/1.1,malicious,xss,web-application-attack,medium,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL XSS detected""; flow:to_server,established; content:""<script""; http_uri; nocase; classtype:web-application-attack; sid:9459775; rev:3;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,GET /search?q=<script>alert(1)</script> HTTP/1.1
SNORT-RAG-0067,"Formal analyst request: Détecter une tentative XSS dans une requête web. Keywords: <script, cross site. Need a valid alert rule.","formal analyst request: détecter une tentative xss dans une requête web. keywords: <script, cross site. need a valid alert rule.",malicious,xss,web-application-attack,medium,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL XSS detected""; flow:to_server,established; content:""<script""; http_uri; nocase; classtype:web-application-attack; sid:9035088; rev:1;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,GET /search?q=<script>alert(1)</script> HTTP/1.1
SNORT-RAG-0068,"SOC alert description: Détecter une tentative XSS dans une requête web. The rule must use msg, sid, rev and classtype.","soc alert description: détecter une tentative xss dans une requête web. the rule must use msg, sid, rev and classtype.",malicious,xss,web-application-attack,medium,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL XSS detected""; flow:to_server,established; content:""<script""; http_uri; nocase; classtype:web-application-attack; sid:9130196; rev:2;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,GET /search?q=<script>alert(1)</script> HTTP/1.1
SNORT-RAG-0069,SOC alert description: Detect reflected XSS using script tag in HTTP URI. Target: API endpoint. Include a Snort rule with low false positives.,soc alert description: detect reflected xss using script tag in http uri. target: api endpoint. include a snort rule with low false positives.,malicious,xss,web-application-attack,medium,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL XSS detected""; flow:to_server,established; content:""<script""; http_uri; nocase; classtype:web-application-attack; sid:9533233; rev:3;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,GET /search?q=<script>alert(1)</script> HTTP/1.1
SNORT-RAG-0070,Technical note: Détecter une tentative XSS dans une requête web. Observed log: GET /search?q=<script>alert(1)</script> HTTP/1.1,technical note: détecter une tentative xss dans une requête web. observed log: get /search?q=<script>alert(1)</script> http/1.1,malicious,xss,web-application-attack,medium,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL XSS detected""; flow:to_server,established; content:""<script""; http_uri; nocase; classtype:web-application-attack; sid:9268597; rev:1;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,GET /search?q=<script>alert(1)</script> HTTP/1.1
SNORT-RAG-0071,"FR: Détecter une tentative XSS dans une requête web. Keywords: javascript, cross site. Need a valid alert rule.","fr: détecter une tentative xss dans une requête web. keywords: javascript, cross site. need a valid alert rule.",malicious,xss,web-application-attack,medium,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL XSS detected""; flow:to_server,established; content:""<script""; http_uri; nocase; classtype:web-application-attack; sid:9545340; rev:2;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,GET /search?q=<script>alert(1)</script> HTTP/1.1
SNORT-RAG-0072,"Technical note: Detect reflected XSS using script tag in HTTP URI. The rule must use msg, sid, rev and classtype.","technical note: detect reflected xss using script tag in http uri. the rule must use msg, sid, rev and classtype.",malicious,xss,web-application-attack,medium,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL XSS detected""; flow:to_server,established; content:""<script""; http_uri; nocase; classtype:web-application-attack; sid:9844910; rev:3;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,GET /search?q=<script>alert(1)</script> HTTP/1.1
SNORT-RAG-0073,Short operator query: Detect directory traversal attempting to read /etc/passwd. Target: public web server. Include a Snort rule with low false positives.,short operator query: detect directory traversal attempting to read /etc/passwd. target: public web server. include a snort rule with low false positives.,malicious,directory_traversal,web-application-attack,high,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL DIRECTORY TRAVERSAL detected""; flow:to_server,established; content:""../""; http_uri; content:""/etc/passwd""; http_uri; nocase; classtype:web-application-attack; sid:9186844; rev:1;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,GET /download?file=../../../../etc/passwd HTTP/1.1
SNORT-RAG-0074,FR: Detect directory traversal attempting to read /etc/passwd. Observed log: GET /download?file=../../../../etc/passwd HTTP/1.1,fr: detect directory traversal attempting to read /etc/passwd. observed log: get /download?file=../../../../etc/passwd http/1.1,malicious,directory_traversal,web-application-attack,high,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL DIRECTORY TRAVERSAL detected""; flow:to_server,established; content:""../""; http_uri; content:""/etc/passwd""; http_uri; nocase; classtype:web-application-attack; sid:9110227; rev:2;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,GET /download?file=../../../../etc/passwd HTTP/1.1
SNORT-RAG-0075,"Technical note: Detect directory traversal attempting to read /etc/passwd. Keywords: traversal, ../. Need a valid alert rule.","technical note: detect directory traversal attempting to read /etc/passwd. keywords: traversal, ../. need a valid alert rule.",malicious,directory_traversal,web-application-attack,high,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL DIRECTORY TRAVERSAL detected""; flow:to_server,established; content:""../""; http_uri; content:""/etc/passwd""; http_uri; nocase; classtype:web-application-attack; sid:9159015; rev:3;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,GET /download?file=../../../../etc/passwd HTTP/1.1
SNORT-RAG-0076,"SOC alert description: A web request contains encoded ../ sequences. The rule must use msg, sid, rev and classtype.","soc alert description: a web request contains encoded ../ sequences. the rule must use msg, sid, rev and classtype.",malicious,directory_traversal,web-application-attack,high,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL DIRECTORY TRAVERSAL detected""; flow:to_server,established; content:""../""; http_uri; content:""/etc/passwd""; http_uri; nocase; classtype:web-application-attack; sid:9277984; rev:1;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,GET /download?file=../../../../etc/passwd HTTP/1.1
SNORT-RAG-0077,Short operator query: Detect directory traversal attempting to read /etc/passwd. Target: DMZ application. Include a Snort rule with low false positives.,short operator query: detect directory traversal attempting to read /etc/passwd. target: dmz application. include a snort rule with low false positives.,malicious,directory_traversal,web-application-attack,high,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL DIRECTORY TRAVERSAL detected""; flow:to_server,established; content:""../""; http_uri; content:""/etc/passwd""; http_uri; nocase; classtype:web-application-attack; sid:9027455; rev:2;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,GET /download?file=../../../../etc/passwd HTTP/1.1
SNORT-RAG-0078,Technical note: Detect directory traversal attempting to read /etc/passwd. Observed log: GET /download?file=../../../../etc/passwd HTTP/1.1,technical note: detect directory traversal attempting to read /etc/passwd. observed log: get /download?file=../../../../etc/passwd http/1.1,malicious,directory_traversal,web-application-attack,high,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL DIRECTORY TRAVERSAL detected""; flow:to_server,established; content:""../""; http_uri; content:""/etc/passwd""; http_uri; nocase; classtype:web-application-attack; sid:9230938; rev:3;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,GET /download?file=../../../../etc/passwd HTTP/1.1
SNORT-RAG-0079,"FR: Détecter une traversée de répertoires dans l'URI. Keywords: traversal, %2e%2e. Need a valid alert rule.","fr: détecter une traversée de répertoires dans l'uri. keywords: traversal, %2e%2e. need a valid alert rule.",malicious,directory_traversal,web-application-attack,high,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL DIRECTORY TRAVERSAL detected""; flow:to_server,established; content:""../""; http_uri; content:""/etc/passwd""; http_uri; nocase; classtype:web-application-attack; sid:9348438; rev:1;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,GET /download?file=../../../../etc/passwd HTTP/1.1
SNORT-RAG-0080,"Student scenario: Detect directory traversal attempting to read /etc/passwd. The rule must use msg, sid, rev and classtype.","student scenario: detect directory traversal attempting to read /etc/passwd. the rule must use msg, sid, rev and classtype.",malicious,directory_traversal,web-application-attack,high,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL DIRECTORY TRAVERSAL detected""; flow:to_server,established; content:""../""; http_uri; content:""/etc/passwd""; http_uri; nocase; classtype:web-application-attack; sid:9003911; rev:2;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,GET /download?file=../../../../etc/passwd HTTP/1.1
SNORT-RAG-0081,Student scenario: Détecter une traversée de répertoires dans l'URI. Target: FTP server. Include a Snort rule with low false positives.,student scenario: détecter une traversée de répertoires dans l'uri. target: ftp server. include a snort rule with low false positives.,malicious,directory_traversal,web-application-attack,high,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL DIRECTORY TRAVERSAL detected""; flow:to_server,established; content:""../""; http_uri; content:""/etc/passwd""; http_uri; nocase; classtype:web-application-attack; sid:9854434; rev:3;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,GET /download?file=../../../../etc/passwd HTTP/1.1
SNORT-RAG-0082,Student scenario: Detect directory traversal attempting to read /etc/passwd. Observed log: GET /download?file=../../../../etc/passwd HTTP/1.1,student scenario: detect directory traversal attempting to read /etc/passwd. observed log: get /download?file=../../../../etc/passwd http/1.1,malicious,directory_traversal,web-application-attack,high,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL DIRECTORY TRAVERSAL detected""; flow:to_server,established; content:""../""; http_uri; content:""/etc/passwd""; http_uri; nocase; classtype:web-application-attack; sid:9077935; rev:1;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,GET /download?file=../../../../etc/passwd HTTP/1.1
SNORT-RAG-0083,"Student scenario: Detect directory traversal attempting to read /etc/passwd. Keywords: etc/passwd, %2e%2e. Need a valid alert rule.","student scenario: detect directory traversal attempting to read /etc/passwd. keywords: etc/passwd, %2e%2e. need a valid alert rule.",malicious,directory_traversal,web-application-attack,high,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL DIRECTORY TRAVERSAL detected""; flow:to_server,established; content:""../""; http_uri; content:""/etc/passwd""; http_uri; nocase; classtype:web-application-attack; sid:9393683; rev:2;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,GET /download?file=../../../../etc/passwd HTTP/1.1
SNORT-RAG-0084,"Formal analyst request: Detect directory traversal attempting to read /etc/passwd. The rule must use msg, sid, rev and classtype.","formal analyst request: detect directory traversal attempting to read /etc/passwd. the rule must use msg, sid, rev and classtype.",malicious,directory_traversal,web-application-attack,high,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL DIRECTORY TRAVERSAL detected""; flow:to_server,established; content:""../""; http_uri; content:""/etc/passwd""; http_uri; nocase; classtype:web-application-attack; sid:9375029; rev:3;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,GET /download?file=../../../../etc/passwd HTTP/1.1
SNORT-RAG-0085,Formal analyst request: A request tries to execute system command through cmd parameter. Target: DMZ application. Include a Snort rule with low false positives.,formal analyst request: a request tries to execute system command through cmd parameter. target: dmz application. include a snort rule with low false positives.,malicious,command_injection,web-application-attack,critical,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL COMMAND INJECTION detected""; flow:to_server,established; content:""cmd=""; http_uri; content:"";""; http_uri; pcre:""/(whoami|id|wget|curl)/Ui""; classtype:web-application-attack; sid:9676383; rev:1;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,GET /ping?host=127.0.0.1;whoami HTTP/1.1
SNORT-RAG-0086,Student scenario: Détecter une injection de commande via une URL HTTP. Observed log: GET /ping?host=127.0.0.1;whoami HTTP/1.1,student scenario: détecter une injection de commande via une url http. observed log: get /ping?host=127.0.0.1;whoami http/1.1,malicious,command_injection,web-application-attack,critical,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL COMMAND INJECTION detected""; flow:to_server,established; content:""cmd=""; http_uri; content:"";""; http_uri; pcre:""/(whoami|id|wget|curl)/Ui""; classtype:web-application-attack; sid:9298669; rev:2;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,GET /ping?host=127.0.0.1;whoami HTTP/1.1
SNORT-RAG-0087,"Formal analyst request: A request tries to execute system command through cmd parameter. Keywords: cmd=, ;id. Need a valid alert rule.","formal analyst request: a request tries to execute system command through cmd parameter. keywords: cmd=, ;id. need a valid alert rule.",malicious,command_injection,web-application-attack,critical,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL COMMAND INJECTION detected""; flow:to_server,established; content:""cmd=""; http_uri; content:"";""; http_uri; pcre:""/(whoami|id|wget|curl)/Ui""; classtype:web-application-attack; sid:9889395; rev:3;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,GET /ping?host=127.0.0.1;whoami HTTP/1.1
SNORT-RAG-0088,"Formal analyst request: Détecter une injection de commande via une URL HTTP. The rule must use msg, sid, rev and classtype.","formal analyst request: détecter une injection de commande via une url http. the rule must use msg, sid, rev and classtype.",malicious,command_injection,web-application-attack,critical,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL COMMAND INJECTION detected""; flow:to_server,established; content:""cmd=""; http_uri; content:"";""; http_uri; pcre:""/(whoami|id|wget|curl)/Ui""; classtype:web-application-attack; sid:9326472; rev:1;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,GET /ping?host=127.0.0.1;whoami HTTP/1.1
SNORT-RAG-0089,Technical note: A request tries to execute system command through cmd parameter. Target: FTP server. Include a Snort rule with low false positives.,technical note: a request tries to execute system command through cmd parameter. target: ftp server. include a snort rule with low false positives.,malicious,command_injection,web-application-attack,critical,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL COMMAND INJECTION detected""; flow:to_server,established; content:""cmd=""; http_uri; content:"";""; http_uri; pcre:""/(whoami|id|wget|curl)/Ui""; classtype:web-application-attack; sid:9117995; rev:2;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,GET /ping?host=127.0.0.1;whoami HTTP/1.1
SNORT-RAG-0090,Formal analyst request: Détecter une injection de commande via une URL HTTP. Observed log: GET /ping?host=127.0.0.1;whoami HTTP/1.1,formal analyst request: détecter une injection de commande via une url http. observed log: get /ping?host=127.0.0.1;whoami http/1.1,malicious,command_injection,web-application-attack,critical,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL COMMAND INJECTION detected""; flow:to_server,established; content:""cmd=""; http_uri; content:"";""; http_uri; pcre:""/(whoami|id|wget|curl)/Ui""; classtype:web-application-attack; sid:9116989; rev:3;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,GET /ping?host=127.0.0.1;whoami HTTP/1.1
